run	wealth	return	value	profit	mdd	transactions	short transactions
0	499976.197263	 -0.004761	 -0.005894	-23.802737	  0.005666	66	0
1	499957.832949	 -0.008433	 -0.010533	-42.167051	  0.010498	43	0
2	499998.256298	 -0.000349	 -0.000507	 -1.743702	  0.000789	7	0
3	499999.427034	 -0.000115	 -0.000153	 -0.572966	  0.000190	2	0
4	499980.068546	 -0.003986	 -0.004926	-19.931454	  0.004697	159	0
5	499999.162025	 -0.000168	 -0.000232	 -0.837975	  0.000321	12	0
6	499992.063238	 -0.001587	 -0.002020	 -7.936762	  0.002161	33	0
7	499997.516377	 -0.000497	 -0.000614	 -2.483623	  0.000587	13	0
8	499969.136851	 -0.006173	 -0.007786	-30.863149	  0.008069	117	0
9	499997.786601	 -0.000443	 -0.000610	 -2.213399	  0.000836	57	0
