run	wealth	return	value	profit	mdd	transactions	short transactions
0	499997.191696	 -0.000562	 -0.000712	 -2.808304	  0.000754	179	0
1	499999.819375	 -0.000036	 -0.000059	 -0.180625	  0.000117	9	0
2	499994.236183	 -0.001153	 -0.001512	 -5.763817	  0.001797	235	0
3	499999.917748	 -0.000016	 -0.000042	 -0.082252	  0.000129	21	0
4	499996.744913	 -0.000651	 -0.000825	 -3.255087	  0.000868	204	0
5	499996.603727	 -0.000679	 -0.000859	 -3.396273	  0.000899	269	0
6	499999.210348	 -0.000158	 -0.000234	 -0.789652	  0.000380	135	0
7	499996.891074	 -0.000622	 -0.000801	 -3.108926	  0.000897	63	0
8	500000.000000	  0.000000	  0.000000	  0.000000	  0.000000	0	0
9	499999.091258	 -0.000182	 -0.000227	 -0.908742	  0.000228	3	0
