Generation	Best	Worst	Average
0	    0.003540	-9999.000000	 -169.982896
1	    0.003902	-9999.000000	   -9.998551
2	    0.004079	-9999.000000	   -9.998074
3	    0.004622	   -0.003645	    0.001346
4	    0.004949	   -0.000509	    0.001715
5	    0.004979	-9999.000000	   -9.997001
6	    0.004979	-9999.000000	   -9.996760
7	    0.004979	   -0.001159	    0.002456
8	    0.004979	   -0.000487	    0.002693
9	    0.005004	   -0.002552	    0.003204
10	    0.005371	   -0.000738	    0.003975
11	    0.005371	   -0.001256	    0.004292
12	    0.005371	   -0.000280	    0.004532
13	    0.005396	   -0.002757	    0.004475
14	    0.005481	   -0.000628	    0.004566
15	    0.005481	   -0.000947	    0.004644
16	    0.005481	-9999.000000	   -9.994218
17	    0.005481	-9999.000000	   -9.994199
18	    0.005481	   -0.000959	    0.004808
19	    0.005481	   -0.000314	    0.004825
20	    0.005494	   -0.000499	    0.004890
21	    0.005494	   -0.000633	    0.004855
22	    0.005494	-9999.000000	   -9.994071
23	    0.005494	-9999.000000	   -9.994042
24	    0.005507	   -0.000853	    0.004921
25	    0.005507	-9999.000000	   -9.994089
26	    0.005507	-9999.000000	  -19.993038
27	    0.005680	   -0.000619	    0.004922
28	    0.005680	   -0.000148	    0.005002
29	    0.005680	   -0.000913	    0.004994
30	    0.005680	   -0.000123	    0.005062
31	    0.005680	   -0.000074	    0.005125
32	    0.005680	-9999.000000	   -9.993965
33	    0.005680	   -0.000571	    0.005125
34	    0.005680	   -0.000582	    0.005115
Generation	Best	Worst	Average
0	    0.003235	-9999.000000	 -109.988937
1	    0.003566	-9999.000000	  -59.993633
2	    0.003662	-9999.000000	   -9.998131
3	    0.004758	-9999.000000	   -9.997728
4	    0.004758	-9999.000000	   -9.997504
5	    0.004758	-9999.000000	   -9.997286
6	    0.004758	   -0.001188	    0.002132
7	    0.004898	   -0.001814	    0.002748
8	    0.005004	   -0.000877	    0.003277
9	    0.005118	-9999.000000	   -9.995320
10	    0.005205	   -0.000724	    0.004020
11	    0.005257	-9999.000000	   -9.994779
12	    0.005257	-9999.000000	   -9.994618
13	    0.005257	   -0.001002	    0.004396
14	    0.005535	   -0.000893	    0.004539
15	    0.005535	-9999.000000	   -9.994483
16	    0.005535	-9999.000000	   -9.994393
17	    0.005535	-9999.000000	   -9.994258
18	    0.005535	   -0.000969	    0.004894
19	    0.005535	   -0.002154	    0.004872
20	    0.005535	   -0.000344	    0.005015
21	    0.005535	   -0.000427	    0.004945
22	    0.005535	   -0.000829	    0.005048
23	    0.005535	   -0.000636	    0.005085
24	    0.005535	   -0.001275	    0.005124
25	    0.005535	-9999.000000	   -9.993879
26	    0.005535	   -0.000000	    0.005131
27	    0.005535	   -0.000321	    0.005093
28	    0.005535	-9999.000000	   -9.993873
29	    0.005680	   -0.000180	    0.005151
30	    0.005680	   -0.000589	    0.005131
31	    0.005680	-9999.000000	   -9.993793
32	    0.005680	   -0.000704	    0.005140
33	    0.005710	    0.000000	    0.005218
34	    0.005710	-9999.000000	   -9.993871
Generation	Best	Worst	Average
0	    0.003669	-9999.000000	 -199.979893
1	    0.003890	-9999.000000	  -49.994533
2	    0.004412	   -0.003139	    0.000967
3	    0.004412	-9999.000000	   -9.997682
4	    0.004412	   -0.003301	    0.001577
5	    0.004412	-9999.000000	   -9.997161
6	    0.004412	   -0.001096	    0.002107
7	    0.004542	   -0.000608	    0.002471
8	    0.004649	-9999.000000	   -9.995917
9	    0.004658	-9999.000000	  -19.994482
10	    0.005276	   -0.000512	    0.003692
11	    0.005494	   -0.000333	    0.003812
12	    0.005494	   -0.000485	    0.003898
13	    0.005494	-9999.000000	   -9.995071
14	    0.005494	   -0.000616	    0.004104
15	    0.005494	-9999.000000	   -9.994806
16	    0.005494	   -0.000567	    0.004477
17	    0.005494	   -0.000467	    0.004633
18	    0.005494	-9999.000000	   -9.994269
19	    0.005494	-9999.000000	  -19.993294
20	    0.005494	-9999.000000	   -9.994191
21	    0.005494	   -0.001301	    0.004751
22	    0.005494	   -0.000853	    0.004866
23	    0.005507	-9999.000000	   -9.994217
24	    0.005642	-9999.000000	   -9.994102
25	    0.005642	   -0.000326	    0.004883
26	    0.005642	   -0.000570	    0.004872
27	    0.005642	-9999.000000	   -9.994032
28	    0.005642	   -0.000879	    0.005024
29	    0.005642	   -0.000569	    0.005065
30	    0.005642	   -0.000265	    0.005044
31	    0.005642	   -0.000672	    0.005051
32	    0.005642	-9999.000000	   -9.993959
33	    0.005642	    0.000000	    0.005167
34	    0.005642	   -0.000526	    0.005079
Generation	Best	Worst	Average
0	    0.003681	-9999.000000	  -99.989874
1	    0.004410	-9999.000000	  -49.994538
2	    0.004520	-9999.000000	  -19.997034
3	    0.004520	   -0.003541	    0.001352
4	    0.004840	-9999.000000	   -9.997363
5	    0.004840	   -0.002403	    0.001822
6	    0.004840	   -0.002731	    0.002086
7	    0.004840	   -0.000339	    0.002527
8	    0.004925	-9999.000000	   -9.995968
9	    0.004925	   -0.001995	    0.003603
10	    0.005535	-9999.000000	  -19.994065
11	    0.005535	-9999.000000	   -9.994837
12	    0.005535	   -0.001876	    0.004261
13	    0.005535	-9999.000000	  -29.992664
14	    0.005535	   -0.002531	    0.004402
15	    0.005535	   -0.001840	    0.004574
16	    0.005535	-9999.000000	   -9.994352
17	    0.005535	-9999.000000	  -19.993114
18	    0.005565	-9999.000000	  -19.993068
19	    0.005565	-9999.000000	  -19.993017
20	    0.005623	-9999.000000	   -9.994022
21	    0.005623	   -0.001471	    0.005057
22	    0.005623	   -0.000483	    0.005033
23	    0.005623	   -0.000732	    0.005049
24	    0.005639	-9999.000000	   -9.993953
25	    0.005639	   -0.000404	    0.005095
26	    0.005639	   -0.000588	    0.005074
27	    0.005639	   -0.000176	    0.005097
28	    0.005639	-9999.000000	   -9.993920
29	    0.005677	-9999.000000	   -9.993907
30	    0.005677	-9999.000000	   -9.993889
31	    0.005677	    0.000000	    0.005147
32	    0.005677	    0.000000	    0.005170
33	    0.005677	   -0.000108	    0.005142
34	    0.005677	   -0.000321	    0.005148
Generation	Best	Worst	Average
0	    0.003472	-9999.000000	 -139.985904
1	    0.004397	-9999.000000	  -49.994517
2	    0.004397	-9999.000000	  -19.997045
3	    0.004397	   -0.003095	    0.001325
4	    0.004620	   -0.000373	    0.001708
5	    0.004706	   -0.000527	    0.002264
6	    0.004968	   -0.000899	    0.002937
7	    0.005031	   -0.001511	    0.003475
8	    0.005282	-9999.000000	   -9.995228
9	    0.005282	   -0.000532	    0.003958
10	    0.005398	   -0.001195	    0.004137
11	    0.005398	-9999.000000	   -9.994658
12	    0.005398	   -0.000950	    0.004471
13	    0.005398	   -0.000973	    0.004557
14	    0.005398	   -0.000414	    0.004661
15	    0.005398	-9999.000000	   -9.994219
16	    0.005398	-9999.000000	   -9.994112
17	    0.005456	   -0.002406	    0.004868
18	    0.005456	   -0.000806	    0.004939
19	    0.005456	   -0.000397	    0.004906
20	    0.005456	   -0.000370	    0.004921
21	    0.005456	-9999.000000	   -9.994061
22	    0.005456	   -0.000704	    0.004977
23	    0.005482	-9999.000000	   -9.993951
24	    0.005482	   -0.000402	    0.005068
25	    0.005642	   -0.000466	    0.005051
26	    0.005642	-9999.000000	   -9.993994
27	    0.005642	   -0.000998	    0.005051
28	    0.005642	   -0.000386	    0.004992
29	    0.005642	   -0.000314	    0.005070
30	    0.005642	-9999.000000	   -9.993914
31	    0.005642	-9999.000000	   -9.993982
32	    0.005642	    0.000000	    0.005086
33	    0.005642	-9999.000000	   -9.993845
34	    0.005642	-9999.000000	   -9.993895
Generation	Best	Worst	Average
0	    0.004495	-9999.000000	 -189.980907
1	    0.004495	-9999.000000	  -29.996553
2	    0.004665	   -0.003649	    0.000965
3	    0.004665	   -0.001696	    0.001280
4	    0.005259	-9999.000000	   -9.997430
5	    0.005259	-9999.000000	   -9.997161
6	    0.005259	   -0.001840	    0.002376
7	    0.005259	-9999.000000	   -9.996029
8	    0.005259	   -0.000534	    0.003493
9	    0.005259	-9999.000000	   -9.995196
10	    0.005259	-9999.000000	  -19.993911
11	    0.005259	-9999.000000	  -19.993726
12	    0.005421	-9999.000000	   -9.994572
13	    0.005421	-9999.000000	  -19.993542
14	    0.005421	   -0.000369	    0.004618
15	    0.005421	-9999.000000	   -9.994291
16	    0.005421	   -0.002186	    0.004728
17	    0.005421	   -0.000342	    0.004646
18	    0.005421	   -0.000970	    0.004792
19	    0.005421	   -0.000369	    0.004922
20	    0.005482	-9999.000000	  -19.993114
21	    0.005482	   -0.000653	    0.004962
22	    0.005482	   -0.000532	    0.004965
23	    0.005482	   -0.000356	    0.004935
24	    0.005538	-9999.000000	   -9.994028
25	    0.005538	   -0.000714	    0.004920
26	    0.005538	   -0.000691	    0.004958
27	    0.005586	-9999.000000	   -9.993956
28	    0.005623	   -0.000102	    0.005056
29	    0.005677	-9999.000000	   -9.993927
30	    0.005677	-9999.000000	   -9.993851
31	    0.005677	    0.000000	    0.005103
32	    0.005677	   -0.000097	    0.005148
33	    0.005677	   -0.000044	    0.005113
34	    0.005677	-9999.000000	   -9.993816
Generation	Best	Worst	Average
0	    0.003443	-9999.000000	 -119.987914
1	    0.003443	-9999.000000	  -29.996637
2	    0.004619	   -0.002764	    0.000820
3	    0.004619	-9999.000000	   -9.997782
4	    0.004619	-9999.000000	  -19.996435
5	    0.004619	   -0.001143	    0.001796
6	    0.004648	-9999.000000	   -9.996973
7	    0.004648	   -0.002569	    0.002281
8	    0.004648	   -0.001941	    0.002548
9	    0.005118	   -0.000979	    0.002846
10	    0.005118	   -0.000816	    0.002982
11	    0.005118	   -0.000661	    0.003020
12	    0.005118	   -0.000973	    0.003164
13	    0.005118	   -0.001186	    0.003052
14	    0.005118	   -0.000910	    0.003203
15	    0.005118	   -0.000544	    0.003226
16	    0.005118	   -0.000434	    0.003142
17	    0.005118	-9999.000000	   -9.995866
18	    0.005118	   -0.001133	    0.003080
19	    0.005118	-9999.000000	  -19.994741
20	    0.005118	   -0.000453	    0.003645
21	    0.005118	   -0.003612	    0.004377
22	    0.005535	-9999.000000	   -9.994416
23	    0.005535	-9999.000000	   -9.994365
24	    0.005535	   -0.000490	    0.004693
25	    0.005535	   -0.000374	    0.004771
26	    0.005535	-9999.000000	   -9.994187
27	    0.005535	-9999.000000	   -9.994120
28	    0.005535	   -0.000378	    0.004904
29	    0.005535	-9999.000000	   -9.993976
30	    0.005565	   -0.000334	    0.005109
31	    0.005586	-9999.000000	  -19.992839
32	    0.005623	    0.000000	    0.005137
33	    0.005623	-9999.000000	   -9.993881
34	    0.005677	-9999.000000	  -19.992882
Generation	Best	Worst	Average
0	    0.002954	-9999.000000	 -109.988930
1	    0.003583	-9999.000000	  -19.997554
2	    0.004093	-9999.000000	   -9.998150
3	    0.004140	   -0.001528	    0.001178
4	    0.004140	   -0.001135	    0.001462
5	    0.004143	   -0.002203	    0.001650
6	    0.004509	   -0.002738	    0.001816
7	    0.004673	   -0.000764	    0.001992
8	    0.004673	-9999.000000	   -9.996748
9	    0.004673	   -0.001816	    0.002433
10	    0.004673	-9999.000000	   -9.996407
11	    0.005002	-9999.000000	   -9.995854
12	    0.005183	-9999.000000	   -9.995254
13	    0.005373	   -0.000324	    0.004073
14	    0.005373	-9999.000000	   -9.994819
15	    0.005373	   -0.000532	    0.004229
16	    0.005373	-9999.000000	   -9.994548
17	    0.005373	-9999.000000	   -9.994379
18	    0.005398	-9999.000000	   -9.994310
19	    0.005482	-9999.000000	   -9.994214
20	    0.005482	-9999.000000	   -9.994205
21	    0.005482	-9999.000000	  -19.993151
22	    0.005482	   -0.000343	    0.004930
23	    0.005482	   -0.000925	    0.004980
24	    0.005482	   -0.000576	    0.004961
25	    0.005482	-9999.000000	   -9.994013
26	    0.005482	   -0.000818	    0.004948
27	    0.005482	-9999.000000	   -9.993978
28	    0.005482	   -0.000513	    0.005047
29	    0.005482	   -0.000135	    0.005078
30	    0.005623	   -0.001043	    0.005056
31	    0.005623	-9999.000000	   -9.993973
32	    0.005623	-9999.000000	   -9.993847
33	    0.005623	-9999.000000	   -9.993872
34	    0.005623	-9999.000000	   -9.993859
Generation	Best	Worst	Average
0	    0.004372	-9999.000000	 -149.984928
1	    0.004453	-9999.000000	  -69.992594
2	    0.004577	   -0.003377	    0.000856
3	    0.004701	-9999.000000	   -9.997765
4	    0.004701	-9999.000000	   -9.997417
5	    0.004701	   -0.001548	    0.001884
6	    0.004701	-9999.000000	  -19.995701
7	    0.004759	-9999.000000	   -9.996189
8	    0.006322	   -0.001315	    0.003225
9	    0.006322	   -0.001129	    0.003684
10	    0.006322	-9999.000000	   -9.995047
11	    0.006322	   -0.000325	    0.004149
12	    0.006322	   -0.000741	    0.004231
13	    0.006322	-9999.000000	   -9.994694
14	    0.006322	   -0.001757	    0.004358
15	    0.006322	   -0.000665	    0.004543
16	    0.006322	-9999.000000	   -9.994390
17	    0.006322	-9999.000000	   -9.994394
18	    0.006322	   -0.000171	    0.004754
19	    0.006322	-9999.000000	  -19.993262
20	    0.006322	   -0.000958	    0.004775
21	    0.006322	-9999.000000	   -9.994241
22	    0.006322	-9999.000000	   -9.994241
23	    0.006322	   -0.000466	    0.004750
24	    0.006322	-9999.000000	   -9.994249
25	    0.006322	-9999.000000	   -9.994215
26	    0.006322	-9999.000000	   -9.994176
27	    0.006322	   -0.000424	    0.004824
28	    0.006322	   -0.001036	    0.004947
29	    0.006322	   -0.000499	    0.004877
30	    0.006322	-9999.000000	   -9.994073
31	    0.006462	   -0.000141	    0.004927
32	    0.006462	   -0.000042	    0.004994
33	    0.006462	   -0.000046	    0.004985
34	    0.006462	   -0.000801	    0.005073
Generation	Best	Worst	Average
0	    0.003908	-9999.000000	 -139.985906
1	    0.004260	-9999.000000	  -29.996582
2	    0.004260	   -0.003106	    0.000894
3	    0.004260	   -0.001462	    0.001280
4	    0.004260	-9999.000000	   -9.997486
5	    0.004425	   -0.002631	    0.001738
6	    0.004542	-9999.000000	   -9.997056
7	    0.004542	   -0.000211	    0.002142
8	    0.004562	-9999.000000	   -9.996627
9	    0.004706	-9999.000000	  -19.995340
10	    0.005002	-9999.000000	   -9.995831
11	    0.005002	-9999.000000	  -19.994374
12	    0.005292	-9999.000000	   -9.995089
13	    0.005315	   -0.000681	    0.004144
14	    0.005482	-9999.000000	   -9.994700
15	    0.005482	-9999.000000	   -9.994679
16	    0.005482	   -0.000473	    0.004556
17	    0.005482	   -0.000305	    0.004712
18	    0.005482	   -0.000515	    0.004669
19	    0.005482	-9999.000000	   -9.994207
20	    0.005482	-9999.000000	   -9.994079
21	    0.005482	-9999.000000	   -9.994069
22	    0.005507	-9999.000000	   -9.994022
23	    0.005565	-9999.000000	   -9.993967
24	    0.005710	   -0.000436	    0.004956
25	    0.005710	-9999.000000	  -19.993005
26	    0.005710	   -0.000517	    0.004986
27	    0.005710	   -0.000612	    0.005002
28	    0.005710	   -0.000767	    0.005038
29	    0.005710	-9999.000000	   -9.993923
30	    0.005710	   -0.000399	    0.005060
31	    0.005710	    0.000000	    0.005102
32	    0.005710	-9999.000000	   -9.993897
33	    0.005710	   -0.000274	    0.005086
34	    0.005710	    0.000000	    0.005103
