run	wealth	return	value	profit	mdd	transactions	short transactions
0	499993.480852	 -0.001304	 -0.001726	 -6.519148	  0.002112	21	0
1	500000.234063	  0.000047	  0.000035	  0.234063	  0.000058	22	0
2	500000.074704	  0.000015	 -0.000842	  0.074704	  0.004285	114	0
3	499997.687342	 -0.000463	 -0.000705	 -2.312658	  0.001213	8	0
4	500000.064278	  0.000013	 -0.000027	  0.064278	  0.000197	77	0
5	500000.819647	  0.000164	  0.000042	  0.819647	  0.000609	129	0
6	500000.166375	  0.000033	 -0.000021	  0.166375	  0.000273	93	0
7	500000.465753	  0.000093	 -0.000203	  0.465753	  0.001483	119	0
8	500001.414264	  0.000283	  0.000171	  1.414264	  0.000559	22	0
9	500000.784585	  0.000157	 -0.000247	  0.784585	  0.002021	85	0
