run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.104849	  0.000021	  0.000019	  0.104849	  0.000009	45	0
1	500000.069826	  0.000014	  0.000013	  0.069826	  0.000003	45	0
2	499999.960651	 -0.000008	 -0.000010	 -0.039349	  0.000011	4	0
3	500000.035768	  0.000007	  0.000006	  0.035768	  0.000005	38	0
4	499999.702084	 -0.000060	 -0.000077	 -0.297916	  0.000087	4	0
5	500000.392113	  0.000078	  0.000047	  0.392113	  0.000156	12	0
6	500000.167480	  0.000033	  0.000029	  0.167480	  0.000023	38	0
7	500000.385677	  0.000077	  0.000055	  0.385677	  0.000112	8	0
8	500000.008485	  0.000002	  0.000002	  0.008485	  0.000001	2	0
9	499999.988430	 -0.000002	 -0.000005	 -0.011570	  0.000011	2	0
