run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.969360	 -0.000006	 -0.000009	 -0.030640	  0.000012	17	0
1	499999.992010	 -0.000002	 -0.000003	 -0.007990	  0.000006	22	0
2	499999.965436	 -0.000007	 -0.000009	 -0.034564	  0.000008	2	0
3	499999.990986	 -0.000002	 -0.000002	 -0.009014	  0.000003	11	0
4	499999.732707	 -0.000053	 -0.000066	 -0.267293	  0.000065	2	0
5	500000.100858	  0.000020	  0.000004	  0.100858	  0.000081	5	0
6	499999.958645	 -0.000008	 -0.000011	 -0.041355	  0.000012	11	0
7	500000.014188	  0.000003	 -0.000005	  0.014188	  0.000039	5	0
8	499999.976958	 -0.000005	 -0.000006	 -0.023042	  0.000006	2	0
9	499999.843858	 -0.000031	 -0.000038	 -0.156142	  0.000034	2	0
