run	wealth	return	value	profit	mdd	transactions	short transactions
0	500001.111146	  0.000222	  0.000169	  1.111146	  0.000264	15	0
1	499999.981068	 -0.000004	 -0.000018	 -0.018932	  0.000069	57	0
2	500002.430687	  0.000486	  0.000414	  2.430687	  0.000359	32	0
3	500000.499201	  0.000100	  0.000088	  0.499201	  0.000060	115	0
4	500000.470849	  0.000094	  0.000086	  0.470849	  0.000041	76	0
5	500000.646307	  0.000129	  0.000122	  0.646307	  0.000036	12	0
6	500000.265844	  0.000053	  0.000044	  0.265844	  0.000045	49	0
7	499999.983334	 -0.000003	 -0.000008	 -0.016666	  0.000021	34	0
8	500000.767896	  0.000154	  0.000144	  0.767896	  0.000047	21	0
9	500000.806715	  0.000161	  0.000141	  0.806715	  0.000099	28	0
