run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.369537	  0.000474	  0.000370	  2.369537	  0.000519	8	0
1	500001.586794	  0.000317	  0.000160	  1.586794	  0.000787	53	0
2	500002.415843	  0.000483	  0.000386	  2.415843	  0.000488	51	0
3	500002.056900	  0.000411	  0.000215	  2.056900	  0.000982	8	0
4	500004.059190	  0.000812	  0.000570	  4.059190	  0.001208	29	0
5	500003.598330	  0.000720	  0.000588	  3.598330	  0.000656	34	0
6	500001.516508	  0.000303	  0.000129	  1.516508	  0.000871	9	0
7	500004.508683	  0.000902	  0.000633	  4.508683	  0.001342	66	0
8	500002.323736	  0.000465	  0.000350	  2.323736	  0.000575	46	0
9	500002.724322	  0.000545	  0.000425	  2.724322	  0.000597	56	0
