run	wealth	return	value	profit	mdd	transactions	short transactions
0	500004.678707	  0.000936	  0.000909	  4.678707	  0.000132	6	0
1	500005.624386	  0.001125	  0.001068	  5.624386	  0.000283	29	0
2	500003.563183	  0.000713	  0.000681	  3.563183	  0.000159	23	0
3	500005.512292	  0.001102	  0.001070	  5.512292	  0.000161	6	0
4	500006.912752	  0.001383	  0.001341	  6.912752	  0.000209	17	0
5	500005.685339	  0.001137	  0.001101	  5.685339	  0.000179	20	0
6	500004.497519	  0.000900	  0.000873	  4.497519	  0.000132	6	0
7	500006.392061	  0.001278	  0.001176	  6.392061	  0.000510	32	0
8	500004.078248	  0.000816	  0.000780	  4.078248	  0.000179	21	0
9	500004.407230	  0.000881	  0.000823	  4.407230	  0.000291	27	0
