run	wealth	return	value	profit	mdd	transactions	short transactions
0	500003.359143	  0.000672	  0.000604	  3.359143	  0.000341	60	0
1	500002.912520	  0.000583	  0.000539	  2.912520	  0.000216	64	0
2	500001.903112	  0.000381	  0.000338	  1.903112	  0.000214	41	0
3	500002.007607	  0.000402	  0.000374	  2.007607	  0.000138	55	0
4	500002.257595	  0.000452	  0.000399	  2.257595	  0.000264	47	0
5	500002.126077	  0.000425	  0.000376	  2.126077	  0.000245	56	0
6	500002.716921	  0.000543	  0.000487	  2.716921	  0.000280	52	0
7	500002.595423	  0.000519	  0.000481	  2.595423	  0.000188	31	0
8	500001.814786	  0.000363	  0.000327	  1.814786	  0.000181	40	0
9	500001.951398	  0.000390	  0.000366	  1.951398	  0.000122	45	0
