run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.030042	  0.000406	  0.000314	  2.030042	  0.000461	114	0
1	500001.277606	  0.000256	  0.000198	  1.277606	  0.000288	120	0
2	500001.122562	  0.000225	  0.000149	  1.122562	  0.000379	86	0
3	500001.107504	  0.000222	  0.000185	  1.107504	  0.000184	102	0
4	500001.665129	  0.000333	  0.000263	  1.665129	  0.000351	93	0
5	500001.038896	  0.000208	  0.000143	  1.038896	  0.000322	108	0
6	500002.149694	  0.000430	  0.000354	  2.149694	  0.000381	120	0
7	500000.711156	  0.000142	  0.000092	  0.711156	  0.000249	58	0
8	500001.621783	  0.000324	  0.000275	  1.621783	  0.000246	86	0
9	500001.448619	  0.000290	  0.000249	  1.448619	  0.000204	89	0
