run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.956092	 -0.000009	 -0.000027	 -0.043908	  0.000089	8	0
1	500000.000160	  0.000000	 -0.000007	  0.000160	  0.000033	14	0
2	499999.980681	 -0.000004	 -0.000016	 -0.019319	  0.000061	6	0
3	499999.993633	 -0.000001	 -0.000002	 -0.006367	  0.000005	1	0
4	499999.793452	 -0.000041	 -0.000050	 -0.206548	  0.000044	4	0
5	500000.047485	  0.000009	  0.000004	  0.047485	  0.000028	23	0
6	499999.940382	 -0.000012	 -0.000056	 -0.059618	  0.000220	14	0
7	500000.002408	  0.000000	 -0.000008	  0.002408	  0.000043	30	0
8	499999.983364	 -0.000003	 -0.000006	 -0.016636	  0.000012	4	0
9	499999.850715	 -0.000030	 -0.000077	 -0.149285	  0.000234	38	0
