run	wealth	return	value	profit	mdd	transactions	short transactions
0	499997.728839	 -0.000454	 -0.000582	 -2.271161	  0.000640	18	0
1	499999.353510	 -0.000129	 -0.000164	 -0.646490	  0.000176	18	0
2	499999.213770	 -0.000157	 -0.000192	 -0.786230	  0.000174	2	0
3	499998.469073	 -0.000306	 -0.000377	 -1.530927	  0.000355	20	0
4	499998.893339	 -0.000221	 -0.000311	 -1.106661	  0.000446	31	0
5	499999.366297	 -0.000127	 -0.000166	 -0.633703	  0.000196	13	0
6	499999.078114	 -0.000184	 -0.000264	 -0.921886	  0.000396	23	0
7	499999.620037	 -0.000076	 -0.000124	 -0.379963	  0.000238	27	0
8	499998.188730	 -0.000362	 -0.000447	 -1.811270	  0.000424	35	0
9	499999.532702	 -0.000093	 -0.000122	 -0.467298	  0.000143	23	0
