run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.354398	  0.000071	  0.000025	  0.354398	  0.000229	8	0
1	500000.239795	  0.000048	  0.000040	  0.239795	  0.000040	8	0
2	500000.169478	  0.000034	  0.000028	  0.169478	  0.000031	2	0
3	500000.496483	  0.000099	  0.000086	  0.496483	  0.000068	10	0
4	500000.143877	  0.000029	  0.000017	  0.143877	  0.000061	12	0
5	500000.230842	  0.000046	  0.000036	  0.230842	  0.000052	6	0
6	500000.598013	  0.000120	  0.000110	  0.598013	  0.000050	8	0
7	500000.182929	  0.000037	  0.000031	  0.182929	  0.000030	10	0
8	500000.085734	  0.000017	 -0.000000	  0.085734	  0.000086	14	0
9	500000.275512	  0.000055	  0.000047	  0.275512	  0.000039	8	0
