run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.846778	  0.000169	  0.000133	  0.846778	  0.000181	71	0
1	500002.280362	  0.000456	  0.000413	  2.280362	  0.000216	178	0
2	500001.539330	  0.000308	  0.000267	  1.539330	  0.000203	40	0
3	500001.729548	  0.000346	  0.000283	  1.729548	  0.000313	86	0
4	500002.049641	  0.000410	  0.000348	  2.049641	  0.000309	83	0
5	500001.499950	  0.000300	  0.000244	  1.499950	  0.000282	82	0
6	500000.405239	  0.000081	  0.000041	  0.405239	  0.000201	53	0
7	500001.549365	  0.000310	  0.000265	  1.549365	  0.000224	72	0
8	500003.350575	  0.000670	  0.000609	  3.350575	  0.000304	186	0
9	500001.398698	  0.000280	  0.000231	  1.398698	  0.000243	118	0
