run	wealth	return	value	profit	mdd	transactions	short transactions
0	499998.132740	 -0.000373	 -0.000628	 -1.867260	  0.001271	82	0
1	500000.664722	  0.000133	 -0.000021	  0.664722	  0.000771	52	0
2	499997.922136	 -0.000416	 -0.000990	 -2.077864	  0.002874	39	0
3	499998.117890	 -0.000376	 -0.000495	 -1.882110	  0.000595	118	0
4	499994.841277	 -0.001032	 -0.001452	 -5.158723	  0.002104	198	0
5	499995.189818	 -0.000962	 -0.001403	 -4.810182	  0.002205	17	0
6	500001.531966	  0.000306	 -0.000659	  1.531966	  0.004825	109	0
7	500001.812058	  0.000362	  0.000048	  1.812058	  0.001572	26	0
8	499995.305834	 -0.000939	 -0.001225	 -4.694166	  0.001431	133	0
9	499996.472834	 -0.000705	 -0.001541	 -3.527166	  0.004176	105	0
