run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.386962	  0.000477	  0.000437	  2.386962	  0.000201	93	0
1	500001.576442	  0.000315	  0.000278	  1.576442	  0.000188	89	0
2	500001.366446	  0.000273	  0.000228	  1.366446	  0.000229	93	0
3	500001.187876	  0.000238	  0.000216	  1.187876	  0.000109	76	0
4	500001.898708	  0.000380	  0.000347	  1.898708	  0.000164	93	0
5	500001.377481	  0.000275	  0.000254	  1.377481	  0.000107	55	0
6	500001.316482	  0.000263	  0.000243	  1.316482	  0.000100	48	0
7	500001.591368	  0.000318	  0.000288	  1.591368	  0.000151	99	0
8	500001.091500	  0.000218	  0.000187	  1.091500	  0.000155	100	0
9	500000.988155	  0.000198	  0.000180	  0.988155	  0.000090	74	0
