run	wealth	return	value	profit	mdd	transactions	short transactions
0	500003.718143	  0.000744	  0.000532	  3.718143	  0.001057	68	0
1	500004.323001	  0.000865	  0.000776	  4.323001	  0.000441	34	0
2	500005.529883	  0.001106	  0.000933	  5.529883	  0.000866	32	0
3	500001.986018	  0.000397	  0.000278	  1.986018	  0.000598	37	0
4	500003.399387	  0.000680	  0.000555	  3.399387	  0.000627	10	0
5	500002.985683	  0.000597	  0.000448	  2.985683	  0.000746	54	0
6	500002.711789	  0.000542	  0.000368	  2.711789	  0.000874	27	0
7	500003.432001	  0.000686	  0.000481	  3.432001	  0.001029	65	0
8	500003.057290	  0.000611	  0.000530	  3.057290	  0.000408	35	0
9	500003.209588	  0.000642	  0.000564	  3.209588	  0.000389	11	0
