data file,ga,high generations,high inertia weight,high k,high max iteration,high max velocity,high memory weight,high n frogs,high n memeplexes,high n sm frogs,high neighbour weight,high sub generations,high swarm size,high velocity convergence threshold,low generations,low inertia weight,low k,low max iteration,low max velocity,low memory weight,low n frogs,low n memeplexes,low n sm frogs,low neighbour weight,low sub generations,low velocity convergence threshold,lowest inertia weight,lowest k,lowest max iteration,lowest memory weight,lowest neighbour weight,lowest velocity convergence threshold,max k,medium generations,medium high inertia weight,medium high memory weight,medium high neighbour weight,medium high swarm size,medium k,medium max iteration,medium max velocity,medium n frogs,medium n memeplexes,medium n sm frogs,medium sub generations,medium velocity convergence threshold,reference,small swarm size
data/GBP_CHF/fx-spot_GBP_CHF_10min_201306.txt:fx-spot_GBP_CHF_10min_201306:02:20:21:27,-0.000275,2.5998849115110927e-05,-7.303159534182739e-06,-1.6022717691698199e-07,-1.5634311576440243e-05,-1.2447062558308734e-05,-2.9405688894513023e-05,1.3404556998750192e-05,-5.866206694003094e-06,2.3700440034038463e-05,-9.886766971132502e-06,3.0095579920719728e-05,-1.029391618506957e-05,-2.514742393651977e-05,9.648052742257176e-06,-3.8337736687157304e-05,-5.139975445694289e-05,-1.3480703634873935e-05,-1.9366189766940982e-06,-3.011866663787632e-06,2.0649365917254442e-05,9.979908670134134e-06,4.179511136721568e-06,-2.325742653376074e-05,2.844086867004401e-05,-1.5096347010228782e-05,-2.478757388784797e-06,-1.536446966774269e-05,-5.7963772673162486e-05,-1.725985598305672e-05,-1.8803256206365787e-06,-2.70544627311579e-06,-6.711131407453388e-06,-2.2964438363113735e-05,-2.5216159821487645e-05,-2.5428435163866937e-05,8.88398103296894e-07,-3.2786947176063657e-05,-3.9831274454152464e-05,-2.729005137833567e-05,-1.0955696192464153e-05,-1.1028007818465151e-05,1.8817652583402175e-05,-2.6852394203805337e-05,1.1680375788161546e-05,-1.003934578477453e-05,2.2627600232384107e-06,-1.4894619032663713e-05
