run	wealth	return	value	profit	mdd	transactions	short transactions
0	499998.413557	 -0.000317	 -0.000445	 -1.586443	  0.000639	115	0
1	499997.390409	 -0.000522	 -0.000683	 -2.609591	  0.000808	280	0
2	499999.054654	 -0.000189	 -0.000237	 -0.945346	  0.000240	84	0
3	499997.869662	 -0.000426	 -0.000559	 -2.130338	  0.000663	133	0
4	499996.266653	 -0.000747	 -0.000929	 -3.733347	  0.000913	108	0
5	499995.911195	 -0.000818	 -0.001094	 -4.088805	  0.001380	139	0
6	499994.480692	 -0.001104	 -0.001406	 -5.519308	  0.001509	267	0
7	499994.381753	 -0.001124	 -0.001417	 -5.618247	  0.001469	220	0
8	499989.049055	 -0.002190	 -0.002768	-10.950945	  0.002889	76	0
9	499993.188760	 -0.001362	 -0.001760	 -6.811240	  0.001990	333	0
