run	wealth	return	value	profit	mdd	transactions	short transactions
0	500004.144376	  0.000829	  0.000777	  4.144376	  0.000258	57	0
1	500001.990274	  0.000398	  0.000386	  1.990274	  0.000061	100	0
2	500001.878242	  0.000376	  0.000322	  1.878242	  0.000270	60	0
3	500000.024607	  0.000005	  0.000004	  0.024607	  0.000002	2	0
4	500000.184495	  0.000037	  0.000032	  0.184495	  0.000025	20	0
5	500000.229044	  0.000046	  0.000041	  0.229044	  0.000026	2	0
6	500000.076878	  0.000015	  0.000015	  0.076878	  0.000003	4	0
7	500000.676478	  0.000135	  0.000130	  0.676478	  0.000025	55	0
8	500002.885097	  0.000577	  0.000547	  2.885097	  0.000152	38	0
9	500000.025337	  0.000005	  0.000003	  0.025337	  0.000011	9	0
