run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.612000	  0.000122	  0.000095	  0.612000	  0.000137	6	0
1	500000.628105	  0.000126	  0.000097	  0.628105	  0.000141	6	0
2	500000.553697	  0.000111	  0.000102	  0.553697	  0.000046	8	0
3	500000.633880	  0.000127	  0.000116	  0.633880	  0.000053	8	0
4	500000.620143	  0.000124	  0.000114	  0.620143	  0.000051	8	0
5	500000.513042	  0.000103	  0.000095	  0.513042	  0.000039	2	0
6	500000.647847	  0.000130	  0.000119	  0.647847	  0.000054	8	0
7	500000.612454	  0.000122	  0.000094	  0.612454	  0.000142	10	0
8	500000.573228	  0.000115	  0.000105	  0.573228	  0.000048	8	0
9	500000.573283	  0.000115	  0.000105	  0.573283	  0.000048	8	0
