Generation	Best	Worst	Average
0	    0.007077	-9999.000000	 -219.978197
1	    0.007077	-9999.000000	  -89.990990
2	    0.007077	-9999.000000	  -59.993759
3	    0.007077	   -0.002492	    0.000547
4	    0.007077	   -0.002354	    0.000940
5	    0.007077	-9999.000000	  -19.996450
6	    0.007077	   -0.001645	    0.002083
7	    0.007077	-9999.000000	  -19.995654
8	    0.007077	-9999.000000	  -19.995469
9	    0.007077	-9999.000000	  -49.992366
10	    0.007077	-9999.000000	  -19.995263
11	    0.007077	-9999.000000	  -29.994119
12	    0.007077	-9999.000000	   -9.996062
13	    0.007077	-9999.000000	  -49.992025
14	    0.007077	-9999.000000	  -49.991954
15	    0.007077	-9999.000000	  -29.993925
16	    0.007077	-9999.000000	  -19.994868
17	    0.007077	-9999.000000	  -39.992909
18	    0.007077	-9999.000000	  -29.993892
19	    0.007077	-9999.000000	  -39.992913
20	    0.007077	   -0.004236	    0.003197
21	    0.007077	-9999.000000	  -29.993896
22	    0.007077	-9999.000000	  -39.992892
23	    0.007978	-9999.000000	  -49.991852
24	    0.007978	-9999.000000	   -9.995881
25	    0.007978	   -0.001678	    0.003027
26	    0.007978	-9999.000000	   -9.995861
27	    0.007978	-9999.000000	  -29.993840
28	    0.007978	   -0.001049	    0.003200
29	    0.007978	   -0.000473	    0.003189
30	    0.007978	-9999.000000	  -39.992826
31	    0.007978	-9999.000000	   -9.995797
32	    0.007978	-9999.000000	  -19.994807
33	    0.007978	-9999.000000	  -29.993792
34	    0.007978	   -0.000536	    0.003185
Generation	Best	Worst	Average
0	    0.006079	-9999.000000	  -79.992218
1	    0.006079	-9999.000000	  -89.990964
2	    0.006079	-9999.000000	  -99.989794
3	    0.006079	-9999.000000	  -29.996498
4	    0.006079	   -0.002575	    0.000881
5	    0.006547	   -0.003714	    0.001413
6	    0.006547	-9999.000000	   -9.997029
7	    0.006547	-9999.000000	  -49.992691
8	    0.006547	-9999.000000	  -19.995571
9	    0.006547	-9999.000000	  -39.993460
10	    0.006547	-9999.000000	   -9.996342
11	    0.006547	-9999.000000	   -9.996257
12	    0.006547	-9999.000000	  -39.993217
13	    0.007063	-9999.000000	   -9.996174
14	    0.007063	-9999.000000	   -9.996148
15	    0.007063	-9999.000000	   -9.996096
16	    0.007063	-9999.000000	  -19.995031
17	    0.007063	-9999.000000	  -39.993073
18	    0.007063	-9999.000000	  -49.992022
19	    0.007063	-9999.000000	  -19.995010
20	    0.007063	-9999.000000	   -9.996014
21	    0.007063	-9999.000000	  -29.994041
