run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.582416	 -0.000084	 -0.000132	 -0.417584	  0.000241	69	0
1	499997.877478	 -0.000425	 -0.000630	 -2.122522	  0.001029	98	0
2	499999.936152	 -0.000013	 -0.000029	 -0.063848	  0.000080	6	0
3	499999.688649	 -0.000062	 -0.000085	 -0.311351	  0.000112	12	0
4	499999.825551	 -0.000035	 -0.000052	 -0.174449	  0.000086	73	0
5	499999.965846	 -0.000007	 -0.000014	 -0.034154	  0.000036	31	0
6	499999.116692	 -0.000177	 -0.000261	 -0.883308	  0.000420	12	0
7	499999.750224	 -0.000050	 -0.000065	 -0.249776	  0.000074	34	0
8	499998.086962	 -0.000383	 -0.000603	 -1.913038	  0.001102	75	0
9	499997.677850	 -0.000464	 -0.000623	 -2.322150	  0.000792	10	0
