run	wealth	return	value	profit	mdd	transactions	short transactions
0	500004.091189	  0.000818	  0.000583	  4.091189	  0.001178	27	0
1	500002.900574	  0.000580	  0.000447	  2.900574	  0.000664	56	0
2	500002.513150	  0.000503	  0.000379	  2.513150	  0.000620	54	0
3	500003.287456	  0.000657	  0.000464	  3.287456	  0.000966	63	0
4	500003.164404	  0.000633	  0.000494	  3.164404	  0.000692	8	0
5	500004.196088	  0.000839	  0.000589	  4.196088	  0.001250	66	0
6	500003.330570	  0.000666	  0.000465	  3.330570	  0.001003	65	0
7	500000.727325	  0.000145	  0.000067	  0.727325	  0.000394	49	0
8	500002.619842	  0.000524	  0.000386	  2.619842	  0.000687	35	0
9	500003.621509	  0.000724	  0.000500	  3.621509	  0.001124	66	0
