run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.472980	  0.000495	  0.000418	  2.472980	  0.000381	61	0
1	500000.536298	  0.000107	  0.000091	  0.536298	  0.000083	41	0
2	500002.213548	  0.000443	  0.000357	  2.213548	  0.000427	51	0
3	500000.225124	  0.000045	  0.000040	  0.225124	  0.000026	19	0
4	500000.001027	  0.000000	 -0.000001	  0.001027	  0.000007	112	0
5	500000.470142	  0.000094	  0.000073	  0.470142	  0.000104	29	0
6	500000.036080	  0.000007	  0.000006	  0.036080	  0.000005	50	0
7	499999.954612	 -0.000009	 -0.000023	 -0.045388	  0.000071	32	0
8	500000.028685	  0.000006	-9999.000000	  0.028685	  0.000016	1	0
9	500001.897603	  0.000380	  0.000307	  1.897603	  0.000365	37	0
