Train fitness	Test fitness
2.902682615593199E-4	4.115177375311147E-4
2.725467143846242E-4	3.8711673005379277E-4
2.880161379031746E-4	3.093973859516347E-4
2.845621372703088E-4	3.3148345808947877E-4
2.2868925414620855E-4	4.0041814024722447E-4
2.7962942530557547E-4	3.9716693533260554E-4
2.810392439581249E-4	3.9838920930360914E-4
2.4676026804963924E-4	3.5016711431119123E-4
1.7402161824207828E-4	3.046861591314536E-4
2.810392439581249E-4	3.9838920930360914E-4
