run	wealth	return	value	profit	mdd	transactions	short transactions
0	499998.324743	 -0.000335	 -0.000479	 -1.675257	  0.000719	52	0
1	500003.682884	  0.000737	  0.000621	  3.682884	  0.000578	12	0
2	499998.570269	 -0.000286	 -0.000388	 -1.429731	  0.000510	19	0
3	499998.656744	 -0.000269	 -0.000379	 -1.343256	  0.000549	16	0
4	500000.163636	  0.000033	 -0.000108	  0.163636	  0.000702	72	0
5	500000.797511	  0.000160	 -0.000002	  0.797511	  0.000808	72	0
6	499998.482342	 -0.000304	 -0.000433	 -1.517658	  0.000649	52	0
7	499999.926387	 -0.000015	 -0.000128	 -0.073613	  0.000564	73	0
8	500005.581865	  0.001116	  0.000779	  5.581865	  0.001689	22	0
9	499998.364503	 -0.000327	 -0.000530	 -1.635497	  0.001013	49	0
