run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.010449	  0.000002	  0.000001	  0.010449	  0.000007	3	0
1	499996.473924	 -0.000705	 -0.000893	 -3.526076	  0.000941	48	0
2	500000.212382	  0.000042	  0.000012	  0.212382	  0.000153	13	0
3	499999.850013	 -0.000030	 -0.000054	 -0.149987	  0.000120	34	0
4	499999.833540	 -0.000033	 -0.000043	 -0.166460	  0.000049	1	0
5	499999.926314	 -0.000015	 -0.000029	 -0.073686	  0.000069	8	0
6	499999.633430	 -0.000073	 -0.000155	 -0.366570	  0.000410	25	0
7	499997.885501	 -0.000423	 -0.000557	 -2.114499	  0.000671	75	0
8	499999.731910	 -0.000054	 -0.000103	 -0.268090	  0.000246	39	0
9	499999.982730	 -0.000003	 -0.000012	 -0.017270	  0.000042	10	0
