Train fitness	Test fitness
4.5977557463401647E-4	3.51907396572642E-5
5.817251072041073E-4	-2.4140129698354185E-4
4.4687035803616645E-4	-2.946500306286919E-4
3.705563438494596E-4	-1.3748541194945572E-5
4.0709523081483676E-4	-4.3145927151442854E-4
4.6258458157082263E-4	-2.9272453430791157E-4
4.442130422537665E-4	-3.7858915363520013E-4
4.159390957389513E-4	-2.2796104590554358E-4
9.302838632345912E-4	-3.0301629435371374E-4
4.5391002446769834E-4	-4.8711773401279766E-4
