run	wealth	return	value	profit	mdd	transactions	short transactions
0	500006.088899	  0.001218	  0.001181	  6.088899	  0.000183	17	0
1	500004.450346	  0.000890	  0.000831	  4.450346	  0.000294	27	0
2	500004.128906	  0.000826	  0.000781	  4.128906	  0.000224	25	0
3	500004.178205	  0.000836	  0.000790	  4.178205	  0.000226	25	0
4	500006.635894	  0.001327	  0.001285	  6.635894	  0.000209	20	0
5	500003.842453	  0.000768	  0.000727	  3.842453	  0.000208	25	0
6	500006.088844	  0.001218	  0.001177	  6.088844	  0.000204	22	0
7	500005.331792	  0.001066	  0.000996	  5.331792	  0.000352	27	0
8	500009.580754	  0.001916	  0.001860	  9.580754	  0.000280	16	0
9	500004.886134	  0.000977	  0.000900	  4.886134	  0.000388	32	0
