run	wealth	return	value	profit	mdd	transactions	short transactions
0	500003.443689	  0.000689	  0.000470	  3.443689	  0.001094	27	0
1	500002.597491	  0.000519	  0.000385	  2.597491	  0.000672	57	0
2	500002.636358	  0.000527	  0.000402	  2.636358	  0.000626	55	0
3	500002.573809	  0.000515	  0.000388	  2.573809	  0.000633	54	0
4	500003.341257	  0.000668	  0.000515	  3.341257	  0.000766	33	0
5	500002.180665	  0.000436	  0.000304	  2.180665	  0.000661	55	0
6	500002.682351	  0.000536	  0.000401	  2.682351	  0.000678	35	0
7	500003.155763	  0.000631	  0.000487	  3.155763	  0.000723	56	0
8	500003.695818	  0.000739	  0.000357	  3.695818	  0.001911	25	0
9	500003.439207	  0.000688	  0.000483	  3.439207	  0.001023	66	0
