run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.168400	  0.000034	  0.000029	  0.168400	  0.000021	6	0
1	500000.241841	  0.000048	  0.000040	  0.241841	  0.000042	10	0
2	500000.429473	  0.000086	  0.000067	  0.429473	  0.000096	6	0
3	500000.574421	  0.000115	  0.000089	  0.574421	  0.000129	6	0
4	500000.283214	  0.000057	  0.000027	  0.283214	  0.000147	8	0
5	500000.118065	  0.000024	  0.000015	  0.118065	  0.000045	14	0
6	500000.386526	  0.000077	  0.000060	  0.386526	  0.000087	6	0
7	500000.286398	  0.000057	  0.000050	  0.286398	  0.000037	4	0
8	500000.493894	  0.000099	  0.000077	  0.493894	  0.000111	6	0
9	500000.220125	  0.000044	  0.000034	  0.220125	  0.000051	8	0
