run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.804246	 -0.000039	 -0.000056	 -0.195754	  0.000082	14	0
1	499999.152811	 -0.000169	 -0.000206	 -0.847189	  0.000183	24	0
2	499999.138508	 -0.000172	 -0.000276	 -0.861492	  0.000520	11	0
3	499998.423236	 -0.000315	 -0.000413	 -1.576764	  0.000488	13	0
4	499998.283597	 -0.000343	 -0.000440	 -1.716403	  0.000482	22	0
5	499999.238491	 -0.000152	 -0.000188	 -0.761509	  0.000179	37	0
6	499998.884172	 -0.000223	 -0.000296	 -1.115828	  0.000364	14	0
7	499999.752048	 -0.000050	 -0.000078	 -0.247952	  0.000143	14	0
8	499998.644976	 -0.000271	 -0.000355	 -1.355024	  0.000420	13	0
9	499999.213534	 -0.000157	 -0.000193	 -0.786466	  0.000180	27	0
