run	wealth	return	value	profit	mdd	transactions	short transactions
0	499996.436743	 -0.000713	 -0.000918	 -3.563257	  0.001029	54	0
1	499993.895531	 -0.001221	 -0.001517	 -6.104469	  0.001481	12	0
2	499995.453954	 -0.000909	 -0.001189	 -4.546046	  0.001397	17	0
3	499999.270942	 -0.000146	 -0.000194	 -0.729058	  0.000240	43	0
4	499999.635418	 -0.000073	 -0.000089	 -0.364582	  0.000082	5	0
5	499999.857565	 -0.000028	 -0.000057	 -0.142435	  0.000143	45	0
6	500000.000000	  0.000000	  0.000000	  0.000000	  0.000000	0	0
7	499999.174332	 -0.000165	 -0.000231	 -0.825668	  0.000331	17	0
8	499996.401983	 -0.000720	 -0.000913	 -3.598017	  0.000968	24	0
9	499999.897605	 -0.000020	 -0.000029	 -0.102395	  0.000041	17	0
