run	wealth	return	value	profit	mdd	transactions	short transactions
0	499986.261263	 -0.002748	 -0.003571	-13.738737	  0.004114	139	0
1	499995.995921	 -0.000801	 -0.001367	 -4.004079	  0.002829	34	0
2	499990.898043	 -0.001820	 -0.002486	 -9.101957	  0.003326	32	0
3	499995.754222	 -0.000849	 -0.001076	 -4.245778	  0.001133	106	0
4	499999.958685	 -0.000008	 -0.000026	 -0.041315	  0.000089	8	0
5	499997.090081	 -0.000582	 -0.000718	 -2.909919	  0.000680	105	0
6	499993.397190	 -0.001321	 -0.001662	 -6.602810	  0.001706	81	0
7	499991.349358	 -0.001730	 -0.002181	 -8.650642	  0.002254	61	0
8	499993.044073	 -0.001391	 -0.001916	 -6.955927	  0.002623	58	0
9	499998.877445	 -0.000225	 -0.000279	 -1.122555	  0.000273	49	0
