run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.958899	 -0.000008	 -0.000011	 -0.041101	  0.000016	107	0
1	499995.490628	 -0.000902	 -0.001143	 -4.509372	  0.001204	28	0
2	500000.041590	  0.000008	  0.000007	  0.041590	  0.000006	7	0
3	499999.775186	 -0.000045	 -0.000056	 -0.224814	  0.000057	53	0
4	499999.841774	 -0.000032	 -0.000051	 -0.158226	  0.000098	37	0
5	499999.511718	 -0.000098	 -0.000138	 -0.488282	  0.000200	69	0
6	499998.955942	 -0.000209	 -0.000298	 -1.044058	  0.000446	91	0
7	499996.046156	 -0.000791	 -0.001020	 -3.953844	  0.001145	97	0
8	499999.773432	 -0.000045	 -0.000106	 -0.226568	  0.000302	17	0
9	499999.842624	 -0.000031	 -0.000041	 -0.157376	  0.000050	1	0
