run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.017785	  0.000004	 -0.000002	  0.017785	  0.000030	204	0
1	500004.855889	  0.000971	  0.000688	  4.855889	  0.001418	58	0
2	500000.128203	  0.000026	  0.000025	  0.128203	  0.000004	8	0
3	500000.052845	  0.000011	 -0.000007	  0.052845	  0.000089	111	0
4	499999.873351	 -0.000025	 -0.000067	 -0.126649	  0.000206	74	0
5	500000.854516	  0.000171	  0.000102	  0.854516	  0.000344	123	0
6	500001.125150	  0.000225	  0.000167	  1.125150	  0.000290	171	0
7	500003.020129	  0.000604	  0.000427	  3.020129	  0.000886	175	0
8	500002.227646	  0.000446	  0.000418	  2.227646	  0.000137	31	0
9	500000.125572	  0.000025	  0.000020	  0.125572	  0.000027	2	0
