run	wealth	return	value	profit	mdd	transactions	short transactions
0	500001.883884	  0.000377	  0.000320	  1.883884	  0.000284	4	0
1	500001.732760	  0.000347	  0.000325	  1.732760	  0.000106	9	0
2	500002.372409	  0.000474	  0.000433	  2.372409	  0.000209	19	0
3	500001.267110	  0.000253	  0.000229	  1.267110	  0.000120	24	0
4	500001.492708	  0.000299	  0.000268	  1.492708	  0.000152	18	0
5	500002.499918	  0.000500	  0.000469	  2.499918	  0.000157	10	0
6	500001.565944	  0.000313	  0.000284	  1.565944	  0.000146	26	0
7	500001.669262	  0.000334	  0.000280	  1.669262	  0.000268	21	0
8	500001.585152	  0.000317	  0.000295	  1.585152	  0.000110	6	0
9	500001.872347	  0.000374	  0.000348	  1.872347	  0.000132	24	0
