run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.524206	  0.000105	  0.000080	  0.524206	  0.000122	10	0
1	500000.504198	  0.000101	  0.000088	  0.504198	  0.000063	4	0
2	500000.284526	  0.000057	  0.000044	  0.284526	  0.000064	6	0
3	500000.215509	  0.000043	  0.000035	  0.215509	  0.000041	14	0
4	500000.596829	  0.000119	  0.000092	  0.596829	  0.000139	10	0
5	500000.216033	  0.000043	  0.000034	  0.216033	  0.000046	5	0
6	500000.292199	  0.000058	  0.000047	  0.292199	  0.000055	8	0
7	500000.348485	  0.000070	  0.000061	  0.348485	  0.000044	6	0
8	500000.113840	  0.000023	  0.000017	  0.113840	  0.000027	9	0
9	500000.160574	  0.000032	  0.000006	  0.160574	  0.000131	12	0
