run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.620552	  0.000124	  0.000109	  0.620552	  0.000078	4	0
1	500000.156563	  0.000031	  0.000013	  0.156563	  0.000090	13	0
2	500000.267841	  0.000054	  0.000046	  0.267841	  0.000039	4	0
3	500000.155243	  0.000031	  0.000023	  0.155243	  0.000040	4	0
4	500000.322758	  0.000065	  0.000040	  0.322758	  0.000122	4	0
5	500000.063912	  0.000013	  0.000008	  0.063912	  0.000024	4	0
6	500000.185953	  0.000037	 -0.000021	  0.185953	  0.000291	9	0
7	500000.389193	  0.000078	  0.000060	  0.389193	  0.000090	10	0
8	500000.220105	  0.000044	  0.000034	  0.220105	  0.000049	6	0
9	500000.523673	  0.000105	  0.000096	  0.523673	  0.000044	8	0
