run	wealth	return	value	profit	mdd	transactions	short transactions
0	499997.974990	 -0.000405	 -0.000494	 -2.025010	  0.000443	14	0
1	499997.602362	 -0.000480	 -0.000595	 -2.397638	  0.000575	34	0
2	499999.074000	 -0.000185	 -0.000245	 -0.926000	  0.000298	7	0
3	499998.977345	 -0.000205	 -0.000249	 -1.022655	  0.000220	4	0
4	499999.452333	 -0.000110	 -0.000171	 -0.547667	  0.000307	12	0
5	499999.891883	 -0.000022	 -0.000034	 -0.108117	  0.000061	12	0
6	499997.920912	 -0.000416	 -0.000558	 -2.079088	  0.000711	24	0
7	499998.906388	 -0.000219	 -0.000293	 -1.093612	  0.000374	26	0
8	499999.364836	 -0.000127	 -0.000168	 -0.635164	  0.000207	14	0
9	499999.284727	 -0.000143	 -0.000197	 -0.715273	  0.000268	22	0
