run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.325057	  0.000065	  0.000057	  0.325057	  0.000041	6	0
1	500000.317199	  0.000063	  0.000053	  0.317199	  0.000050	4	0
2	500000.215894	  0.000043	  0.000036	  0.215894	  0.000035	2	0
3	500000.666092	  0.000133	  0.000123	  0.666092	  0.000050	4	0
4	500000.137993	  0.000028	  0.000021	  0.137993	  0.000035	4	0
5	500000.590526	  0.000118	  0.000092	  0.590526	  0.000133	6	0
6	500000.267117	  0.000053	  0.000028	  0.267117	  0.000125	13	0
7	500000.179609	  0.000036	  0.000031	  0.179609	  0.000024	8	0
8	500000.284320	  0.000057	  0.000048	  0.284320	  0.000046	10	0
9	500000.265993	  0.000053	  0.000045	  0.265993	  0.000040	8	0
