run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.721086	 -0.000056	 -0.000087	 -0.278914	  0.000157	16	0
1	499999.125184	 -0.000175	 -0.000212	 -0.874816	  0.000184	14	0
2	499999.299955	 -0.000140	 -0.000168	 -0.700045	  0.000140	16	0
3	499998.943466	 -0.000211	 -0.000299	 -1.056534	  0.000440	12	0
4	499999.090974	 -0.000182	 -0.000221	 -0.909026	  0.000196	4	0
5	499998.295501	 -0.000341	 -0.000452	 -1.704499	  0.000556	14	0
6	499996.721608	 -0.000656	 -0.000811	 -3.278392	  0.000776	34	0
7	499999.768547	 -0.000046	 -0.000065	 -0.231453	  0.000093	25	0
8	499999.410386	 -0.000118	 -0.000192	 -0.589614	  0.000370	27	0
9	499999.467445	 -0.000107	 -0.000136	 -0.532555	  0.000145	27	0
