run	wealth	return	value	profit	mdd	transactions	short transactions
0	499998.763232	 -0.000247	 -0.000350	 -1.236768	  0.000515	30	0
1	499999.492736	 -0.000101	 -0.000156	 -0.507264	  0.000271	11	0
2	499998.574458	 -0.000285	 -0.000378	 -1.425542	  0.000465	14	0
3	499996.910256	 -0.000618	 -0.000764	 -3.089744	  0.000732	34	0
4	499998.984926	 -0.000203	 -0.000244	 -1.015074	  0.000203	16	0
5	499999.686487	 -0.000063	 -0.000101	 -0.313513	  0.000190	27	0
6	499999.778641	 -0.000044	 -0.000069	 -0.221359	  0.000124	16	0
7	499999.268970	 -0.000146	 -0.000188	 -0.731030	  0.000207	12	0
8	499999.307900	 -0.000138	 -0.000168	 -0.692100	  0.000149	4	0
9	499999.527814	 -0.000094	 -0.000154	 -0.472186	  0.000296	27	0
