run	wealth	return	value	profit	mdd	transactions	short transactions
0	500004.224202	  0.000845	  0.000808	  4.224202	  0.000186	21	0
1	500001.936457	  0.000387	  0.000358	  1.936457	  0.000144	26	0
2	500005.913559	  0.001183	  0.001109	  5.913559	  0.000371	31	0
3	500004.226459	  0.000845	  0.000812	  4.226459	  0.000164	7	0
4	500004.210879	  0.000842	  0.000771	  4.210879	  0.000355	29	0
5	500004.755736	  0.000951	  0.000878	  4.755736	  0.000368	32	0
6	500004.836557	  0.000967	  0.000935	  4.836557	  0.000162	22	0
7	500003.486180	  0.000697	  0.000659	  3.486180	  0.000189	25	0
8	500004.188823	  0.000838	  0.000805	  4.188823	  0.000163	7	0
9	500005.651340	  0.001130	  0.001098	  5.651340	  0.000160	6	0
