run	wealth	return	value	profit	mdd	transactions	short transactions
0	500002.375572	  0.000475	  0.000357	  2.375572	  0.000589	49	0
1	500001.637743	  0.000328	  0.000247	  1.637743	  0.000403	55	0
2	500003.361616	  0.000672	  0.000475	  3.361616	  0.000989	66	0
3	500002.937948	  0.000588	  0.000479	  2.937948	  0.000542	10	0
4	500003.261960	  0.000652	  0.000507	  3.261960	  0.000729	59	0
5	500003.170700	  0.000634	  0.000438	  3.170700	  0.000980	66	0
6	500002.062278	  0.000412	  0.000305	  2.062278	  0.000538	35	0
7	500001.980952	  0.000396	  0.000276	  1.980952	  0.000599	55	0
8	500002.735965	  0.000547	  0.000424	  2.735965	  0.000614	11	0
9	500002.867361	  0.000573	  0.000448	  2.867361	  0.000627	8	0
