run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.078411	  0.000016	  0.000006	  0.078411	  0.000047	7	0
1	499998.945465	 -0.000211	 -0.000257	 -1.054535	  0.000233	29	0
2	499999.453253	 -0.000109	 -0.000176	 -0.546747	  0.000331	27	0
3	499999.094517	 -0.000181	 -0.000224	 -0.905483	  0.000215	33	0
4	499999.219497	 -0.000156	 -0.000204	 -0.780503	  0.000242	13	0
5	499999.037769	 -0.000192	 -0.000234	 -0.962231	  0.000208	24	0
6	499999.320602	 -0.000136	 -0.000192	 -0.679398	  0.000283	30	0
7	499999.668657	 -0.000066	 -0.000095	 -0.331343	  0.000143	23	0
8	499999.737697	 -0.000052	 -0.000070	 -0.262303	  0.000088	16	0
9	499999.980301	 -0.000004	 -0.000006	 -0.019699	  0.000012	2	0
