run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.359796	  0.000072	 -0.000043	  0.359796	  0.000573	70	0
1	499999.634718	 -0.000073	 -0.000324	 -0.365282	  0.001256	64	0
2	499998.865004	 -0.000227	 -0.000428	 -1.134996	  0.001004	64	0
3	500004.434249	  0.000887	  0.000748	  4.434249	  0.000696	12	0
4	500003.714200	  0.000743	  0.000626	  3.714200	  0.000584	12	0
5	499999.705375	 -0.000059	 -0.000150	 -0.294625	  0.000455	32	0
6	499999.318103	 -0.000136	 -0.000313	 -0.681897	  0.000884	67	0
7	500000.139690	  0.000028	 -0.000095	  0.139690	  0.000616	72	0
8	499998.069722	 -0.000386	 -0.000571	 -1.930278	  0.000926	46	0
9	500000.843338	  0.000169	 -0.000007	  0.843338	  0.000879	70	0
