run	wealth	return	value	profit	mdd	transactions	short transactions
0	500003.596992	  0.000719	  0.000698	  3.596992	  0.000108	17	0
1	500008.865954	  0.001773	  0.001722	  8.865954	  0.000256	18	0
2	500008.013996	  0.001603	  0.001552	  8.013996	  0.000253	20	0
3	500005.763492	  0.001153	  0.001077	  5.763492	  0.000381	27	0
4	500008.436543	  0.001687	  0.001637	  8.436543	  0.000253	17	0
5	500004.641253	  0.000928	  0.000887	  4.641253	  0.000205	22	0
6	500005.738422	  0.001148	  0.001072	  5.738422	  0.000379	27	0
7	500004.896962	  0.000979	  0.000915	  4.896962	  0.000324	27	0
8	500003.174070	  0.000635	  0.000611	  3.174070	  0.000120	19	0
9	500006.005542	  0.001201	  0.001108	  6.005542	  0.000464	32	0
