run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.524202	 -0.000095	-9999.000000	 -0.475798	  0.000245	1	0
1	499999.476878	 -0.000105	 -0.000140	 -0.523122	  0.000179	11	0
2	499999.412144	 -0.000118	 -0.000175	 -0.587856	  0.000286	11	0
3	499999.640257	 -0.000072	 -0.000096	 -0.359743	  0.000118	35	0
4	499999.930385	 -0.000014	 -0.000019	 -0.069615	  0.000027	94	0
5	499999.410940	 -0.000118	 -0.000161	 -0.589060	  0.000215	25	0
6	499999.153498	 -0.000169	 -0.000226	 -0.846502	  0.000284	36	0
7	499999.904639	 -0.000019	 -0.000028	 -0.095361	  0.000044	127	0
8	499999.012242	 -0.000198	 -0.000270	 -0.987758	  0.000360	25	0
9	499999.862865	 -0.000027	 -0.000036	 -0.137135	  0.000045	9	0
