run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.804354	 -0.000039	 -0.000053	 -0.195646	  0.000071	1	0
1	499999.872275	 -0.000026	 -0.000033	 -0.127725	  0.000039	2	0
2	499999.799053	 -0.000040	 -0.000051	 -0.200947	  0.000056	3	0
3	499999.933272	 -0.000013	 -0.000020	 -0.066728	  0.000033	10	0
4	499999.957316	 -0.000009	 -0.000011	 -0.042684	  0.000012	31	0
5	499999.997785	 -0.000000	 -0.000010	 -0.002215	  0.000048	7	0
6	500000.030144	  0.000006	 -0.000009	  0.030144	  0.000074	11	0
7	499999.912113	 -0.000018	 -0.000022	 -0.087887	  0.000022	42	0
8	499999.996509	 -0.000001	 -0.000017	 -0.003491	  0.000080	7	0
9	499999.956419	 -0.000009	 -0.000011	 -0.043581	  0.000014	2	0
