run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.537000	 -0.000093	 -0.000122	 -0.463000	  0.000149	7	0
1	499998.341993	 -0.000332	 -0.000440	 -1.658007	  0.000541	14	0
2	499999.205983	 -0.000159	 -0.000191	 -0.794017	  0.000159	12	0
3	499999.687754	 -0.000062	 -0.000087	 -0.312246	  0.000124	25	0
4	499998.694547	 -0.000261	 -0.000366	 -1.305453	  0.000527	31	0
5	499998.682449	 -0.000264	 -0.000368	 -1.317551	  0.000524	29	0
6	499999.829748	 -0.000034	 -0.000055	 -0.170252	  0.000103	27	0
7	499999.103481	 -0.000179	 -0.000222	 -0.896519	  0.000214	12	0
8	499998.728958	 -0.000254	 -0.000337	 -1.271042	  0.000415	14	0
9	499999.702906	 -0.000059	 -0.000085	 -0.297094	  0.000128	23	0
