run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.133920	  0.000027	  0.000023	  0.133920	  0.000020	4	0
1	500000.574421	  0.000115	  0.000089	  0.574421	  0.000129	6	0
2	500000.263285	  0.000053	  0.000044	  0.263285	  0.000042	2	0
3	500000.239271	  0.000048	  0.000041	  0.239271	  0.000033	8	0
4	500000.169569	  0.000034	  0.000020	  0.169569	  0.000072	12	0
5	500000.166447	  0.000033	  0.000006	  0.166447	  0.000136	12	0
6	500000.079083	  0.000016	  0.000013	  0.079083	  0.000013	10	0
7	500000.292935	  0.000059	  0.000050	  0.292935	  0.000043	2	0
8	500000.440210	  0.000088	  0.000068	  0.440210	  0.000099	6	0
9	500000.193819	  0.000039	  0.000036	  0.193819	  0.000016	8	0
