run	wealth	return	value	profit	mdd	transactions	short transactions
0	500001.982594	  0.000397	  0.000374	  1.982594	  0.000113	23	0
1	500002.388946	  0.000478	  0.000451	  2.388946	  0.000136	23	0
2	500002.418269	  0.000484	  0.000454	  2.418269	  0.000148	9	0
3	500001.379589	  0.000276	  0.000257	  1.379589	  0.000096	25	0
4	500001.337403	  0.000267	  0.000249	  1.337403	  0.000094	6	0
5	500001.666383	  0.000333	  0.000310	  1.666383	  0.000118	24	0
6	500002.066471	  0.000413	  0.000388	  2.066471	  0.000125	23	0
7	500004.769491	  0.000954	  0.000874	  4.769491	  0.000397	14	0
8	500001.664567	  0.000333	  0.000278	  1.664567	  0.000276	12	0
9	500002.666627	  0.000533	  0.000500	  2.666627	  0.000167	10	0
