run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.795669	 -0.000041	 -0.000293	 -0.204331	  0.001261	60	0
1	499999.573210	 -0.000085	 -0.000325	 -0.426790	  0.001198	62	0
2	500003.945092	  0.000789	  0.000663	  3.945092	  0.000633	11	0
3	500000.775643	  0.000155	  0.000051	  0.775643	  0.000520	71	0
4	500002.519619	  0.000504	  0.000414	  2.519619	  0.000451	8	0
5	500000.043561	  0.000009	 -0.000129	  0.043561	  0.000688	68	0
6	499998.722159	 -0.000256	 -0.000453	 -1.277841	  0.000987	65	0
7	500009.212839	  0.001843	  0.001626	  9.212839	  0.001081	19	0
8	499998.555963	 -0.000289	 -0.000384	 -1.444037	  0.000474	21	0
9	500004.066157	  0.000813	  0.000685	  4.066157	  0.000640	12	0
