run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.127613	  0.000026	  0.000017	  0.127613	  0.000041	19	0
1	500000.042673	  0.000009	  0.000007	  0.042673	  0.000006	3	0
2	500000.565711	  0.000113	  0.000096	  0.565711	  0.000086	14	0
3	500000.281437	  0.000056	  0.000047	  0.281437	  0.000045	32	0
4	500000.427607	  0.000086	  0.000069	  0.427607	  0.000083	116	0
5	500000.946895	  0.000189	  0.000134	  0.946895	  0.000276	92	0
6	500000.440918	  0.000088	  0.000072	  0.440918	  0.000082	13	0
7	500000.246435	  0.000049	  0.000040	  0.246435	  0.000046	29	0
8	500000.341482	  0.000068	  0.000058	  0.341482	  0.000052	12	0
9	500001.762422	  0.000352	  0.000298	  1.762422	  0.000273	86	0
