run	wealth	return	value	profit	mdd	transactions	short transactions
0	500004.744007	  0.000949	  0.000884	  4.744007	  0.000323	23	0
1	500001.760276	  0.000352	  0.000332	  1.760276	  0.000100	23	0
2	500002.692942	  0.000539	  0.000491	  2.692942	  0.000239	20	0
3	500003.374300	  0.000675	  0.000614	  3.374300	  0.000306	16	0
4	500003.725759	  0.000745	  0.000702	  3.725759	  0.000215	10	0
5	500001.930352	  0.000386	  0.000336	  1.930352	  0.000251	13	0
6	500003.122235	  0.000624	  0.000588	  3.122235	  0.000180	10	0
7	500002.150217	  0.000430	  0.000403	  2.150217	  0.000135	10	0
8	500002.881547	  0.000576	  0.000526	  2.881547	  0.000253	15	0
9	500001.478991	  0.000296	  0.000277	  1.478991	  0.000095	26	0
