run	wealth	return	value	profit	mdd	transactions	short transactions
0	500009.734688	  0.001947	  0.001688	  9.734688	  0.001296	45	0
1	499999.662424	 -0.000068	 -0.000244	 -0.337576	  0.000883	62	0
2	499998.713921	 -0.000257	 -0.000395	 -1.286079	  0.000688	49	0
3	500006.085809	  0.001217	  0.001106	  6.085809	  0.000557	23	0
4	500005.752905	  0.001151	  0.000975	  5.752905	  0.000879	12	0
5	499999.068999	 -0.000186	 -0.000272	 -0.931001	  0.000429	22	0
6	500004.817463	  0.000963	  0.000816	  4.817463	  0.000736	12	0
7	500003.276967	  0.000655	  0.000552	  3.276967	  0.000516	12	0
8	500007.097166	  0.001419	  0.001319	  7.097166	  0.000501	33	0
9	500000.423955	  0.000085	 -0.000044	  0.423955	  0.000645	73	0
