run	wealth	return	value	profit	mdd	transactions	short transactions
0	500000.420806	  0.000084	  0.000077	  0.420806	  0.000035	8	0
1	500000.336223	  0.000067	  0.000062	  0.336223	  0.000028	8	0
2	500000.228594	  0.000046	  0.000040	  0.228594	  0.000031	8	0
3	500000.352760	  0.000071	  0.000065	  0.352760	  0.000030	8	0
4	500000.338449	  0.000068	  0.000057	  0.338449	  0.000055	4	0
5	500000.696903	  0.000139	  0.000121	  0.696903	  0.000092	10	0
6	500000.617368	  0.000123	  0.000096	  0.617368	  0.000139	6	0
7	500000.387583	  0.000078	  0.000071	  0.387583	  0.000032	8	0
8	500000.492825	  0.000099	  0.000090	  0.492825	  0.000041	8	0
9	500000.579789	  0.000116	  0.000090	  0.579789	  0.000130	6	0
