run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.351000	 -0.000130	 -0.000185	 -0.649000	  0.000278	23	0
1	499999.540253	 -0.000092	 -0.000126	 -0.459747	  0.000172	22	0
2	499999.705424	 -0.000059	 -0.000083	 -0.294576	  0.000119	25	0
3	499999.517656	 -0.000096	 -0.000133	 -0.482344	  0.000181	22	0
4	499998.704777	 -0.000259	 -0.000311	 -1.295223	  0.000259	18	0
5	499997.820121	 -0.000436	 -0.000533	 -2.179879	  0.000484	25	0
6	499998.218250	 -0.000356	 -0.000473	 -1.781750	  0.000581	14	0
7	499999.402216	 -0.000120	 -0.000171	 -0.597784	  0.000256	23	0
8	499999.240563	 -0.000152	 -0.000217	 -0.759437	  0.000326	23	0
9	499998.325545	 -0.000335	 -0.000444	 -1.674455	  0.000546	14	0
