run	wealth	return	value	profit	mdd	transactions	short transactions
0	499999.439048	 -0.000112	 -0.000146	 -0.560952	  0.000170	2	0
1	499996.870683	 -0.000626	 -0.000811	 -3.129317	  0.000924	69	0
2	499999.913697	 -0.000017	 -0.000023	 -0.086303	  0.000027	1	0
3	499999.805970	 -0.000039	 -0.000083	 -0.194030	  0.000219	17	0
4	499999.393967	 -0.000121	 -0.000168	 -0.606033	  0.000233	4	0
5	499999.979003	 -0.000004	 -0.000005	 -0.020997	  0.000005	1	0
6	499998.852884	 -0.000229	 -0.000328	 -1.147116	  0.000493	75	0
7	499999.889348	 -0.000022	 -0.000031	 -0.110652	  0.000046	1	0
8	499997.154069	 -0.000569	 -0.000716	 -2.845931	  0.000734	22	0
9	499999.588386	 -0.000082	 -0.000105	 -0.411614	  0.000116	23	0
