run	wealth	return	value	profit	mdd	transactions	short transactions
0	500005.172918	  0.001035	  0.000979	  5.172918	  0.000280	26	0
1	500005.753791	  0.001151	  0.001118	  5.753791	  0.000162	6	0
2	500003.447725	  0.000690	  0.000652	  3.447725	  0.000187	25	0
3	500006.261431	  0.001252	  0.001210	  6.261431	  0.000209	22	0
4	500002.583177	  0.000517	  0.000483	  2.583177	  0.000170	6	0
5	500003.583722	  0.000717	  0.000678	  3.583722	  0.000194	25	0
6	500003.004668	  0.000601	  0.000577	  3.004668	  0.000118	19	0
7	500003.641418	  0.000728	  0.000667	  3.641418	  0.000307	29	0
8	500003.538064	  0.000708	  0.000669	  3.538064	  0.000192	25	0
9	500004.355567	  0.000871	  0.000832	  4.355567	  0.000194	22	0
