run	wealth	return	value	profit	mdd	transactions	short transactions
0	500005.090857	  0.001018	  0.000951	  5.090857	  0.000337	27	0
1	500003.181792	  0.000636	  0.000602	  3.181792	  0.000172	25	0
2	500006.055434	  0.001211	  0.001171	  6.055434	  0.000203	22	0
3	500003.666798	  0.000733	  0.000685	  3.666798	  0.000242	27	0
4	500002.337141	  0.000467	  0.000433	  2.337141	  0.000173	5	0
5	500003.676508	  0.000735	  0.000707	  3.676508	  0.000144	19	0
6	500005.778856	  0.001156	  0.001066	  5.778856	  0.000447	32	0
7	500009.454324	  0.001891	  0.001836	  9.454324	  0.000273	18	0
8	500006.242507	  0.001249	  0.001208	  6.242507	  0.000203	24	0
9	500002.786843	  0.000557	  0.000527	  2.786843	  0.000152	8	0
